Comune,Cratere Centro Italia 2016,Ricavi delle vendite migl EUR Ultimo anno disp.,Dipendenti Ultimo anno disp.,Stato giuridico,ateco2,ComuneOP,costituzione,ubilancio
Rieti,1.0,16.0,0,In liquidazione,22,Rieti,2008,2014
Rieti,1.0,15.0,0,In liquidazione,43,Rieti,2001,2008
Rieti,1.0,15.0,0,Cessata (In liquidazione),41,Rieti,2006,2010
Rieti,1.0,15.0,1,Cessata (In liquidazione),73,Rieti,2006,2013
Rieti,1.0,14.0,1,Cessata (In liquidazione),41,Rieti,2011,2013
Rieti,1.0,13.0,0,Cessata,73,Rieti,1997,2005
Rieti,1.0,13.0,0,Cessata (In liquidazione),68,Rieti,1996,2007
Rieti,1.0,13.0,1,Cessata (Chiusura per fallimento),13,Rieti,2002,2008
Rieti,1.0,13.0,1,Cessata (In liquidazione),56,Rieti,2001,2015
Rieti,1.0,13.0,1,Cessata (In liquidazione),28,Rieti,2009,2012
Rieti,1.0,12.0,0,Cessata (In liquidazione),41,Rieti,1986,2015
Rieti,1.0,12.0,0,Cessata (In liquidazione),70,Rieti,2014,2019
Rieti,1.0,12.0,1,In liquidazione,45,Rieti,2005,2012
Rieti,1.0,12.0,0,Cessata (In liquidazione),47,Rieti,2010,2010
Rieti,1.0,11.0,0,Cessata (In liquidazione),82,Rieti,2009,2012
Rieti,1.0,11.0,1,Cessata (Fusione),68,Rieti,1993,2013
Rieti,1.0,10.0,1,Cessata,25,Rieti,2012,2013
Rieti,1.0,10.0,0,In liquidazione,82,Rieti,1998,2008
Rieti,1.0,10.0,8,Cessata,82,Rieti,2002,2008
Rieti,1.0,10.0,0,In liquidazione,62,Rieti,2007,2008
Rieti,1.0,9.0,0,In liquidazione,47,Rieti,2012,2015
Rieti,1.0,9.0,0,Cessata (In liquidazione),62,Rieti,2006,2008
Rieti,1.0,9.0,0,In liquidazione,41,Rieti,2010,2015
Rieti,1.0,9.0,1,Cessata (In liquidazione),02,Rieti,2004,2020
Rieti,1.0,9.0,0,Cessata (In liquidazione),68,Rieti,2003,2019
Rieti,1.0,8.0,0,Cessata (In liquidazione),90,Rieti,2007,2010
Rieti,1.0,8.0,0,Cessata (In liquidazione),81,Rieti,1980,2011
Rieti,1.0,7.0,0,Cessata (In liquidazione),82,Rieti,1999,2010
Rieti,1.0,7.0,0,Cessata (In liquidazione),56,Rieti,2011,2016
Rieti,1.0,6.0,0,Cessata,43,Rieti,2001,2009
Rieti,1.0,6.0,0,Cessata,33,Rieti,1997,2011
Rieti,1.0,6.0,0,Cessata (In liquidazione),63,Rieti,1999,2012
Rieti,1.0,6.0,0,In liquidazione,71,Rieti,1996,2008
Rieti,1.0,5.0,0,In liquidazione,85,Rieti,2000,2018
Rieti,1.0,5.0,0,Cessata (In liquidazione),56,Rieti,2013,2013
Rieti,1.0,5.0,0,Cessata (In liquidazione),47,Rieti,2008,2013
Rieti,1.0,4.0,0,Cessata (In liquidazione),71,Rieti,2013,2014
Rieti,1.0,4.0,0,Cessata,77,Rieti,2001,2008
Rieti,1.0,3.0,0,Cessata (In liquidazione),35,Rieti,2011,2019
Rieti,1.0,3.0,2,Cessata (In liquidazione),71,Rieti,2008,2014
Rieti,1.0,2.0,1,Cessata (Fusione),64,Rieti,1995,2019
Rieti,1.0,2.0,0,In liquidazione,35,Rieti,2010,2011
Rieti,1.0,2.0,0,Cessata (In liquidazione),41,Rieti,1999,2010
Rieti,1.0,2.0,0,Cessata (In liquidazione),62,Rieti,2009,2012
Rieti,1.0,2.0,0,Cessata (In liquidazione),41,Rieti,2000,2008
Rieti,1.0,2.0,0,Cessata (In liquidazione),45,Rieti,2000,2008
Rieti,1.0,1.0,0,Cessata (In liquidazione),71,Rieti,2009,2011
Rieti,1.0,1.0,0,In liquidazione,74,Rieti,1998,2018
Rieti,1.0,1.0,1,In liquidazione,70,Rieti,2011,2014
Rieti,1.0,1.0,0,Cessata (In liquidazione),47,Rieti,1997,2008
Rieti,1.0,1.0,1,Cessata (In liquidazione),47,Rieti,2001,2009
Rieti,1.0,1.0,1,In liquidazione,41,Rieti,1998,2016
Rieti,1.0,0.0,0,In liquidazione,47,Rieti,2007,2020
Rieti,1.0,0.0,13,Cessata (Fusione),62,Rieti,2003,2006
Rieti,1.0,0.0,0,Cessata (In liquidazione),42,Rieti,2006,2014
Rieti,1.0,0.0,0,Cessata (In liquidazione),47,Rieti,2001,2011
Rieti,1.0,0.0,0,In liquidazione,81,Rieti,2005,2020
Rieti,1.0,0.0,0,Cessata (In liquidazione),70,Rieti,2000,2017
Rieti,1.0,0.0,0,In liquidazione,27,Rieti,2014,2014
Rieti,1.0,0.0,0,Cessata (In liquidazione),71,Rieti,2014,2014
Rieti,1.0,0.0,0,Fallita,46,Rieti,2014,2016
Rieti,1.0,0.0,1,In liquidazione,74,Rieti,2014,2020
Rieti,1.0,0.0,4,Cessata (In liquidazione),52,Rieti,2014,2017
Rieti,1.0,0.0,0,Cessata (In liquidazione),37,Rieti,2014,2018
Rieti,1.0,0.0,0,Cessata (In liquidazione),86,Rieti,2014,2015
Rieti,1.0,0.0,0,In liquidazione,41,Rieti,2001,2019
Rieti,1.0,0.0,0,In liquidazione,10,Rieti,2014,2017
Rieti,1.0,0.0,0,Cessata,47,Rieti,2002,2019
Rieti,1.0,0.0,0,Cessata (In liquidazione),47,Rieti,2013,2013
Rieti,1.0,0.0,0,Cessata,47,Rieti,2013,2013
Rieti,1.0,0.0,0,In liquidazione,56,Rieti,2013,2017
Rieti,1.0,0.0,0,In liquidazione,70,Rieti,2013,2013
Rieti,1.0,0.0,0,In liquidazione,63,Rieti,2013,2020
Rieti,1.0,0.0,0,Cessata,85,Rieti,2013,2018
Rieti,1.0,0.0,0,Cessata (In liquidazione),47,Rieti,2013,2016
Rieti,1.0,0.0,0,Cessata (In liquidazione),28,Rieti,2013,2015
Rieti,1.0,0.0,0,Cessata (In liquidazione),63,Rieti,2012,2020
Rieti,1.0,0.0,0,In liquidazione,91,Rieti,2012,2020
Rieti,1.0,0.0,0,Cessata (In liquidazione),56,Rieti,2012,2015
Rieti,1.0,0.0,0,In liquidazione,42,Rieti,2012,2015
Rieti,1.0,0.0,0,Cessata,71,Rieti,2007,2012
Rieti,1.0,0.0,0,Cessata (In liquidazione),47,Rieti,2011,2017
Rieti,1.0,0.0,0,Cessata (In liquidazione),41,Rieti,2011,2012
Rieti,1.0,0.0,0,In liquidazione,74,Rieti,2011,2016
Rieti,1.0,0.0,0,In liquidazione,26,Rieti,2011,2020
Rieti,1.0,0.0,0,Cessata (In liquidazione),55,Rieti,2003,2010
Rieti,1.0,0.0,0,Cessata (In liquidazione),35,Rieti,2010,2012
Rieti,1.0,0.0,0,Cessata (In liquidazione),56,Rieti,2011,2015
Rieti,1.0,0.0,0,In liquidazione,63,Rieti,2011,2020
Rieti,1.0,0.0,0,In liquidazione,82,Rieti,2011,2014
Rieti,1.0,0.0,0,Cessata (In liquidazione),82,Rieti,2011,2016
Rieti,1.0,0.0,0,Cessata (In liquidazione),62,Rieti,2010,2012
Rieti,1.0,0.0,0,Cessata,66,Rieti,2010,2010
Rieti,1.0,0.0,0,Cessata (In liquidazione),35,Rieti,2010,2012
Rieti,1.0,0.0,0,Cessata (In liquidazione),35,Rieti,2010,2011
Rieti,1.0,0.0,0,Cessata (In liquidazione),62,Rieti,2010,2013
Rieti,1.0,0.0,0,Cessata (In liquidazione),41,Rieti,2010,2016
Rieti,1.0,0.0,0,Cessata (In liquidazione),55,Rieti,2009,2010
Rieti,1.0,0.0,0,Cessata (In liquidazione),47,Rieti,2009,2018
Rieti,1.0,0.0,0,Cessata (In liquidazione),82,Rieti,2005,2014
Rieti,1.0,0.0,0,Cessata,86,Rieti,1997,2008
Rieti,1.0,0.0,0,Cessata (In liquidazione),71,Rieti,2009,2019
Rieti,1.0,0.0,0,Cessata,70,Rieti,2009,2016
Rieti,1.0,0.0,0,Cessata (In liquidazione),88,Rieti,2009,2010
Rieti,1.0,0.0,0,In liquidazione,02,Rieti,2009,2012
Rieti,1.0,0.0,0,Cessata (In liquidazione),16,Rieti,2009,2019
Rieti,1.0,0.0,0,Cessata (In liquidazione),77,Rieti,2009,2010
Rieti,1.0,0.0,0,Cessata (In liquidazione),85,Rieti,2009,2009
Rieti,1.0,0.0,1,Fallita,27,Rieti,2008,2016
Rieti,1.0,0.0,0,In liquidazione,13,Rieti,2008,2008
Rieti,1.0,0.0,0,In liquidazione,82,Rieti,2008,2008
Rieti,1.0,0.0,0,In liquidazione,35,Rieti,2008,2019
Rieti,1.0,0.0,0,In liquidazione,41,Rieti,2008,2010
Rieti,1.0,0.0,0,In liquidazione,41,Rieti,2008,2020
Rieti,1.0,0.0,0,Fallita,41,Rieti,2008,2016
Rieti,1.0,0.0,0,Cessata (In liquidazione),47,Rieti,2008,2013
Rieti,1.0,0.0,0,In liquidazione,47,Rieti,2008,2014
Rieti,1.0,0.0,0,Cessata (In liquidazione),47,Rieti,2008,2015
Rieti,1.0,0.0,0,Cessata,10,Rieti,1995,2007
Rieti,1.0,0.0,0,Cessata (In liquidazione),41,Rieti,2008,2009
Rieti,1.0,0.0,0,In liquidazione,68,Rieti,2007,2020
Rieti,1.0,0.0,0,Cessata (In liquidazione),41,Rieti,2002,2018
Rieti,1.0,0.0,0,Cessata (In liquidazione),43,Rieti,2007,2009
Rieti,1.0,0.0,0,Cessata (In liquidazione),26,Rieti,2007,2016
Rieti,1.0,0.0,0,In liquidazione,82,Rieti,2007,2020
Rieti,1.0,0.0,1,Cessata (In liquidazione),61,Rieti,2007,2013
Rieti,1.0,0.0,0,Cessata (Fusione),43,Rieti,2007,2007
Rieti,1.0,0.0,0,In liquidazione,45,Rieti,2007,2014
Rieti,1.0,0.0,0,Cessata,41,Rieti,2007,2009
Rieti,1.0,0.0,0,Cessata (In liquidazione),47,Rieti,2006,2017
Rieti,1.0,0.0,0,Cessata (In liquidazione),27,Rieti,2006,2011
Rieti,1.0,0.0,0,Cessata,68,Rieti,2006,2011
Rieti,1.0,0.0,0,Cessata (In liquidazione),41,Rieti,2006,2013
Rieti,1.0,0.0,0,Cessata (In liquidazione),56,Rieti,2006,2012
Rieti,1.0,0.0,0,Cessata,63,Rieti,2006,2009
Rieti,1.0,0.0,0,In liquidazione,72,Rieti,2006,2020
Rieti,1.0,0.0,0,Cessata (In liquidazione),66,Rieti,2006,2009
Rieti,1.0,0.0,0,Cessata (In liquidazione),79,Rieti,2006,2010
Rieti,1.0,0.0,0,In liquidazione,41,Rieti,2006,2011
Rieti,1.0,0.0,0,Cessata (In liquidazione),41,Rieti,2006,2016
Rieti,1.0,0.0,0,Cessata (In liquidazione),41,Rieti,2006,2008
Rieti,1.0,0.0,0,Cessata (In liquidazione),56,Rieti,2006,2015
Rieti,1.0,0.0,0,Cessata (In liquidazione),41,Rieti,2006,2017
Rieti,1.0,0.0,0,Fallita,46,Rieti,1987,2012
Rieti,1.0,0.0,0,Cessata,56,Rieti,2005,2010
Rieti,1.0,0.0,0,Cessata (In liquidazione),62,Rieti,2005,2011
Rieti,1.0,0.0,0,Cessata,68,Rieti,2005,2018
Rieti,1.0,0.0,0,Cessata (In liquidazione),56,Rieti,2005,2013
Rieti,1.0,0.0,0,In liquidazione,41,Rieti,1977,2011
Rieti,1.0,0.0,0,Cessata (In liquidazione),43,Rieti,2005,2005
Rieti,1.0,0.0,0,In liquidazione,41,Rieti,2005,2017
Rieti,1.0,0.0,0,Cessata (In liquidazione),41,Rieti,2005,2009
Rieti,1.0,0.0,0,Cessata (In liquidazione),41,Rieti,2004,2011
Rieti,1.0,0.0,0,Cessata (In liquidazione),56,Rieti,2004,2012
Rieti,1.0,0.0,0,In liquidazione,63,Rieti,2004,2018
Rieti,1.0,0.0,0,Cessata (In liquidazione),41,Rieti,2004,2014
Rieti,1.0,0.0,0,Cessata,58,Rieti,1989,2011
Rieti,1.0,0.0,0,In liquidazione,41,Rieti,2004,2020
Rieti,1.0,0.0,0,Cessata (In liquidazione),68,Rieti,2004,2008
Rieti,1.0,0.0,0,Cessata (Fusione),03,Rieti,2004,2010
Rieti,1.0,0.0,0,Fallita,23,Rieti,1974,2011
Rieti,1.0,0.0,0,In liquidazione,88,Rieti,2004,2020
Rieti,1.0,0.0,0,Cessata (In liquidazione),82,Rieti,2004,2010
Rieti,1.0,0.0,0,Cessata (In liquidazione),62,Rieti,2004,2007
Rieti,1.0,0.0,0,Cessata,47,Rieti,2003,2013
Rieti,1.0,0.0,0,In liquidazione,42,Rieti,2003,2008
Rieti,1.0,0.0,0,In liquidazione,38,Rieti,2003,2019
Rieti,1.0,0.0,0,Cessata (Fusione),55,Rieti,2003,2015
Rieti,1.0,0.0,0,Cessata (In liquidazione),69,Rieti,2003,2009
Rieti,1.0,0.0,0,Cessata,47,Rieti,2002,2007
Rieti,1.0,0.0,0,In liquidazione,47,Rieti,2002,2017
Rieti,1.0,0.0,0,Cessata,43,Rieti,2002,2008
Rieti,1.0,0.0,0,In liquidazione,70,Rieti,2002,2008
Rieti,1.0,0.0,0,In liquidazione,68,Rieti,2002,2017
Rieti,1.0,0.0,0,Cessata (In liquidazione),32,Rieti,2002,2010
Rieti,1.0,0.0,0,Cessata (In liquidazione),25,Rieti,2002,2015
Rieti,1.0,0.0,0,Cessata (In liquidazione),41,Rieti,2001,2011
Rieti,1.0,0.0,0,Cessata (In liquidazione),88,Rieti,2001,2008
Rieti,1.0,0.0,0,Cessata,68,Rieti,2001,2011
Rieti,1.0,0.0,0,Cessata (In liquidazione),41,Rieti,2001,2015
Rieti,1.0,0.0,0,Cessata (In liquidazione),14,Rieti,2001,2008
Rieti,1.0,0.0,0,In liquidazione,26,Rieti,2001,2009
Rieti,1.0,0.0,0,Cessata (In liquidazione),52,Rieti,2001,2018
Rieti,1.0,0.0,0,Cessata,47,Rieti,2001,2012
Rieti,1.0,0.0,0,Cessata (In liquidazione),82,Rieti,2000,2017
Rieti,1.0,0.0,0,Fallita,47,Rieti,2000,2012
Rieti,1.0,0.0,0,Cessata,70,Rieti,2000,2014
Rieti,1.0,0.0,0,Cessata (In liquidazione),47,Rieti,2000,2012
Rieti,1.0,0.0,0,In liquidazione,35,Rieti,2000,2016
Rieti,1.0,0.0,0,Cessata (In liquidazione),82,Rieti,2000,2010
Rieti,1.0,0.0,0,Cessata (In liquidazione),66,Rieti,2000,2012
Rieti,1.0,0.0,0,Cessata (In liquidazione),73,Rieti,2000,2011
Rieti,1.0,0.0,0,Cessata (In liquidazione),71,Rieti,2000,2010
Rieti,1.0,0.0,0,In liquidazione,47,Rieti,2000,2019
Rieti,1.0,0.0,0,In liquidazione,88,Rieti,2000,2011
Rieti,1.0,0.0,0,Cessata (In liquidazione),63,Rieti,2000,2018
Rieti,1.0,0.0,0,Cessata,73,Rieti,2000,2012
Rieti,1.0,0.0,0,Cessata (In liquidazione),63,Rieti,1999,2008
Rieti,1.0,0.0,0,Cessata (In liquidazione),73,Rieti,1999,2014
Rieti,1.0,0.0,0,Cessata (In liquidazione),66,Rieti,1999,2013
Rieti,1.0,0.0,0,Cessata,56,Rieti,1999,2012
Rieti,1.0,0.0,0,Cessata,25,Rieti,1999,2008
Rieti,1.0,0.0,0,Cessata (In liquidazione),82,Rieti,1999,2010
Rieti,1.0,0.0,0,Cessata,46,Rieti,1999,2011
Rieti,1.0,0.0,0,In liquidazione,49,Rieti,1999,2007
Rieti,1.0,0.0,0,Fallita,47,Rieti,1999,2010
Rieti,1.0,0.0,0,In liquidazione,88,Rieti,1998,2010
Rieti,1.0,0.0,0,Cessata (In liquidazione),56,Rieti,1998,2005
Rieti,1.0,0.0,0,In liquidazione,73,Rieti,1997,2007
Rieti,1.0,0.0,0,Cessata (Scissione),68,Rieti,1997,2010
Rieti,1.0,0.0,0,Cessata (In liquidazione),55,Rieti,1997,2013
Rieti,1.0,0.0,14,Cessata,56,Rieti,1997,2013
Rieti,1.0,0.0,0,In liquidazione,41,Rieti,1986,2019
Rieti,1.0,0.0,0,In liquidazione,47,Rieti,1995,2020
Rieti,1.0,0.0,0,In liquidazione,41,Rieti,1995,2019
Rieti,1.0,0.0,0,Cessata (In liquidazione),01,Rieti,1978,2012
Rieti,1.0,0.0,0,Cessata (In liquidazione),37,Rieti,1995,2009
Rieti,1.0,0.0,0,Cessata (In liquidazione),68,Rieti,1995,2014
Rieti,1.0,0.0,0,Cessata,70,Rieti,1995,2013
Rieti,1.0,0.0,0,In liquidazione,41,Rieti,1995,2013
Rieti,1.0,0.0,0,In liquidazione,41,Rieti,1995,2013
Rieti,1.0,0.0,0,Fallita,45,Rieti,1995,2011
Rieti,1.0,0.0,0,In liquidazione,45,Rieti,1993,2018
Rieti,1.0,0.0,0,Cessata,47,Rieti,1995,2007
Rieti,1.0,0.0,0,In liquidazione,49,Rieti,1995,2020
Rieti,1.0,0.0,8,Cessata (In liquidazione),69,Rieti,1994,2010
Rieti,1.0,0.0,0,Cessata (In liquidazione),68,Rieti,1994,2018
Rieti,1.0,0.0,0,Fallita,26,Rieti,1994,2015
Rieti,1.0,0.0,0,Cessata (In liquidazione),41,Rieti,1994,2013
Rieti,1.0,0.0,0,Cessata (In liquidazione),63,Rieti,1993,2018
Rieti,1.0,0.0,0,Fallita,45,Rieti,1993,2010
Rieti,1.0,0.0,0,Cessata (In liquidazione),47,Rieti,1993,2013
Rieti,1.0,0.0,0,Cessata (In liquidazione),88,Rieti,1991,2011
Rieti,1.0,0.0,0,Cessata,63,Rieti,1991,2010
Rieti,1.0,0.0,0,Cessata (In liquidazione),47,Rieti,1990,2013
Rieti,1.0,0.0,0,In liquidazione,41,Rieti,1990,2019
Rieti,1.0,0.0,0,Cessata,41,Rieti,1990,2012
Rieti,1.0,0.0,0,In liquidazione,25,Rieti,1989,2020
Rieti,1.0,0.0,0,In liquidazione,41,Rieti,1989,2007
Rieti,1.0,0.0,0,Cessata (In liquidazione),41,Rieti,1989,2016
Rieti,1.0,0.0,0,In liquidazione,41,Rieti,1989,2016
Rieti,1.0,0.0,0,Cessata,32,Rieti,1988,2007
Rieti,1.0,0.0,0,Cessata (In liquidazione),41,Rieti,1988,2013
Rieti,1.0,0.0,0,Cessata (In liquidazione),68,Rieti,1988,2019
Rieti,1.0,0.0,0,In liquidazione,56,Rieti,1988,2013
Rieti,1.0,0.0,0,In liquidazione,82,Rieti,1986,2020
Rieti,1.0,0.0,0,Cessata (In liquidazione),41,Rieti,1986,2018
Rieti,1.0,0.0,0,In liquidazione,88,Rieti,1986,2009
Rieti,1.0,0.0,0,Cessata,47,Rieti,1986,2015
Rieti,1.0,0.0,0,In liquidazione,42,Rieti,1984,2019
Rieti,1.0,0.0,0,In liquidazione,56,Rieti,1997,2020
Rieti,1.0,0.0,0,Cessata (In liquidazione),88,Rieti,1983,2014
Rieti,1.0,0.0,0,Cessata,62,Rieti,1983,2007
Rieti,1.0,0.0,0,Cessata,71,Rieti,1983,2018
Rieti,1.0,0.0,0,In liquidazione,68,Rieti,1982,2019
Rieti,1.0,0.0,0,Cessata,41,Rieti,1982,2015
Rieti,1.0,0.0,0,Cessata,41,Rieti,1981,2019
Rieti,1.0,0.0,0,Cessata,68,Rieti,1981,2010
Rieti,1.0,0.0,0,Cessata (In liquidazione),58,Rieti,1981,2014
Rieti,1.0,0.0,0,Cessata (In liquidazione),41,Rieti,1980,2015
Rieti,1.0,0.0,0,In liquidazione,86,Rieti,1980,2020
Rieti,1.0,0.0,0,Cessata,56,Rieti,1980,2013
Rieti,1.0,0.0,0,Fallita,31,Rieti,1980,2012
Rieti,1.0,0.0,0,In liquidazione,43,Rieti,1979,2012
Rieti,1.0,0.0,0,Cessata,41,Rieti,1979,2009
Rieti,1.0,0.0,0,Cessata (Fusione),41,Rieti,1979,2019
Rieti,1.0,0.0,0,Cessata,41,Rieti,1978,2019
Rieti,1.0,0.0,0,Cessata (In liquidazione),41,Rieti,1978,2016
Rieti,1.0,0.0,0,Cessata,46,Rieti,1978,2010
Rieti,1.0,0.0,0,Cessata,41,Rieti,1978,2019
Rieti,1.0,0.0,0,Cessata,41,Rieti,1978,2009
Rieti,1.0,0.0,0,Cessata (In liquidazione),41,Rieti,1977,2017
Rieti,1.0,0.0,0,Cessata (In liquidazione),41,Rieti,1975,2008
Rieti,1.0,0.0,0,In liquidazione,41,Rieti,1975,2016
Rieti,1.0,0.0,0,Cessata (In liquidazione),41,Rieti,1976,2007
Rieti,1.0,0.0,0,Cessata (In liquidazione),41,Rieti,1976,2016
Rieti,1.0,0.0,0,Cessata (In liquidazione),41,Rieti,1975,2009
Rieti,1.0,0.0,0,Cessata,43,Rieti,1974,2013
Rieti,1.0,0.0,0,Cessata,41,Rieti,1974,2005
Rieti,1.0,0.0,0,Cessata (In liquidazione),41,Rieti,1974,2007
Rieti,1.0,0.0,0,Cessata (In liquidazione),41,Rieti,1973,2008
Rieti,1.0,0.0,0,Cessata (In liquidazione),41,Rieti,1965,2013
Rieti,1.0,0.0,0,Cessata (In liquidazione),10,Rieti,1962,2015
Rieti,1.0,-1,0,Cessata (In liquidazione),62,Rieti,2004,2011
Rivodutri,1.0,271.0,9,Cessata (Chiusura per fallimento),88,Rivodutri,2009,2014
Rivodutri,1.0,266.0,6,Cessata,56,Rivodutri,2009,2011
Campli,1.0,8803,97,Fallita,21,Campli,1980,2012
Campli,1.0,7570,69,Fallita,31,Campli,1988,2002
Campli,1.0,2786,4,Fallita,10,Campli,1976,2015
Campli,1.0,1734,36,In liquidazione,15,Campli,2013,2017
Campli,1.0,717,13,Cessata (In liquidazione),15,Campli,2014,2017
Campli,1.0,399,1,Cessata,47,Campli,1999,2012
Campli,1.0,340,2,In liquidazione,47,Campli,2011,2012
Campli,1.0,258,0,Cessata (In liquidazione),22,Campli,2006,2009
Campli,1.0,238,3,In liquidazione,16,Campli,2005,2018
Campli,1.0,191,10,Cessata (In liquidazione),15,Campli,2014,2017
Campli,1.0,154,1,Fallita,47,Campli,1997,2002
Campli,1.0,109,0,Cessata (In liquidazione),47,Campli,1994,2008
Campli,1.0,90,0,Cessata (In liquidazione),08,Campli,2004,2009
Campli,1.0,69,2,Cessata,56,Campli,2009,2012
Campli,1.0,52,1,Cessata (In liquidazione),46,Campli,2005,2016
Campli,1.0,34,0,Cessata (In liquidazione),82,Campli,1998,2008
Campli,1.0,29,2,Fallita,14,Campli,1990,2009
Campli,1.0,27,0,Cessata (In liquidazione),73,Campli,2008,2011
Campli,1.0,8,0,In liquidazione,55,Campli,2002,2011
Campli,1.0,4,0,Cessata (In liquidazione),32,Campli,2007,2008
Campli,1.0,2,0,In liquidazione,46,Campli,2012,2018
Campli,1.0,2,0,Cessata,46,Campli,1990,2008
Campli,1.0,1,5,Fallita,41,Campli,2011,2011
Campli,1.0,1,0,In liquidazione,93,Campli,2012,2012
Campli,1.0,0,0,Cessata (In liquidazione),14,Campli,2012,2017
Campli,1.0,0,0,Cessata (In liquidazione),41,Campli,2014,2019
Campli,1.0,0,0,Cessata (In liquidazione),38,Campli,2013,2014
Campli,1.0,0,0,In liquidazione,14,Campli,2012,2012
Campli,1.0,0,0,Cessata (Chiusura per fallimento),70,Campli,2011,2011
Campli,1.0,0,0,Cessata (In liquidazione),28,Campli,2010,2016
Campli,1.0,0,0,In liquidazione,35,Campli,2010,2011
Campli,1.0,0,0,Cessata (In liquidazione),35,Campli,2010,2010
Campli,1.0,0,0,In liquidazione,96,Campli,2009,2011
Campli,1.0,0,0,Cessata (In liquidazione),01,Campli,2007,2011
Campli,1.0,0,0,Fallita,14,Campli,2007,2013
Campli,1.0,0,0,Fallita,41,Campli,2007,2010
Campli,1.0,0,0,In liquidazione,14,Campli,2005,2017
Campli,1.0,0,0,Cessata (In liquidazione),15,Campli,2005,2007
Campli,1.0,0,0,Cessata (In liquidazione),23,Campli,2001,2017
Campli,1.0,0,0,Cessata,25,Campli,2001,2007
Campli,1.0,0,0,Cessata (In liquidazione),41,Campli,2001,2013
Campli,1.0,0,0,Cessata (In liquidazione),41,Campli,2001,2014
Campli,1.0,0,0,Cessata (In liquidazione),38,Campli,2000,2018
Campli,1.0,0,1,Fallita,41,Campli,1999,2012
Campli,1.0,0,0,Cessata (In liquidazione),13,Campli,1997,2014
Campli,1.0,0,0,Cessata,77,Campli,1997,2007
Campli,1.0,0,0,Cessata (In liquidazione),14,Campli,1994,2007
Campli,1.0,0,0,In liquidazione,25,Campli,1993,2020
Campli,1.0,0,0,Cessata (In liquidazione),14,Campli,1992,2011
Campli,1.0,0,0,Cessata (In liquidazione),46,Campli,1986,2012
Campli,1.0,0,0,In liquidazione,46,Campli,1981,2020
Castelli,1.0,125,6,Fallita,23,Castelli,2001,2005
Castelli,1.0,103,0,Cessata (Fusione),68,Castelli,2004,2011
Castelli,1.0,49,6,Fallita,23,Castelli,2007,2013
Castelli,1.0,0,0,In liquidazione,82,Castelli,1999,2018
Castelli,1.0,0,0,Cessata (In liquidazione),43,Castelli,1998,2009
Castelli,1.0,0,0,Fallita,23,Castelli,1996,2009
Civitella del Tronto,1.0,16254,7,Cessata,46,Civitella del Tronto,2008,2013
Civitella del Tronto,1.0,10577,0,Fallita,46,Civitella del Tronto,2006,2008
Civitella del Tronto,1.0,2638,34,Fallita,13,Civitella del Tronto,2010,2013
Civitella del Tronto,1.0,1202,3,Cessata (Chiusura per fallimento),41,Civitella del Tronto,1999,2007
Civitella del Tronto,1.0,745,5,Fallita,25,Civitella del Tronto,1998,2011
Civitella del Tronto,1.0,489,6,In liquidazione,41,Civitella del Tronto,2011,2012
Civitella del Tronto,1.0,406,2,In liquidazione,56,Civitella del Tronto,2013,2016
Civitella del Tronto,1.0,406,8,Cessata,14,Civitella del Tronto,2005,2012
Civitella del Tronto,1.0,355,1,Fallita,41,Civitella del Tronto,2006,2011
Civitella del Tronto,1.0,315,12,Cessata,56,Civitella del Tronto,2008,2013
Civitella del Tronto,1.0,293,12,In liquidazione,88,Civitella del Tronto,1996,2012
Civitella del Tronto,1.0,286,3,Fallita,10,Civitella del Tronto,1972,2011
Civitella del Tronto,1.0,222,0,Cessata (Fusione),68,Civitella del Tronto,2014,2018
Civitella del Tronto,1.0,207,11,Cessata (Chiusura per fallimento),13,Civitella del Tronto,2000,2005
Civitella del Tronto,1.0,188,6,Fallita,47,Civitella del Tronto,1998,2011
Civitella del Tronto,1.0,171,7,Cessata (In liquidazione),14,Civitella del Tronto,2005,2008
Civitella del Tronto,1.0,169,6,Cessata (In liquidazione),49,Civitella del Tronto,2004,2008
Civitella del Tronto,1.0,124,1,In liquidazione,13,Civitella del Tronto,2006,2008
Civitella del Tronto,1.0,73,3,In liquidazione,46,Civitella del Tronto,2009,2017
Civitella del Tronto,1.0,60,0,Cessata (In liquidazione),99,Civitella del Tronto,2004,2007
Civitella del Tronto,1.0,56,2,In liquidazione,16,Civitella del Tronto,2013,2016
Civitella del Tronto,1.0,37,0,In liquidazione,32,Civitella del Tronto,2014,2016
Civitella del Tronto,1.0,27,1,In liquidazione,18,Civitella del Tronto,2009,2011
Civitella del Tronto,1.0,26,0,Cessata,41,Civitella del Tronto,2007,2013
Civitella del Tronto,1.0,21,1,In liquidazione,46,Civitella del Tronto,2013,2015
Civitella del Tronto,1.0,18,0,In liquidazione,93,Civitella del Tronto,2009,2010
Civitella del Tronto,1.0,16,0,Cessata (In liquidazione),38,Civitella del Tronto,2006,2017
Civitella del Tronto,1.0,9,0,In liquidazione,56,Civitella del Tronto,1996,2010
Civitella del Tronto,1.0,8,0,Cessata,14,Civitella del Tronto,1999,2006
Civitella del Tronto,1.0,1,3,Cessata,70,Civitella del Tronto,2009,2013
Civitella del Tronto,1.0,0,0,Cessata,14,Civitella del Tronto,2009,2014
Civitella del Tronto,1.0,0,0,Cessata (In liquidazione),41,Civitella del Tronto,2009,2009
