Comune,Cratere Centro Italia 2016,Ricavi delle vendite migl EUR Ultimo anno disp.,Dipendenti Ultimo anno disp.,Stato giuridico,ateco2,ComuneOP,costituzione,ubilancio
Fabriano,1.0,0,0,Cessata (In liquidazione),41,Fabriano,1989,2016
Fabriano,1.0,0,0,In liquidazione,52,Fabriano,1989,2009
Fabriano,1.0,0,0,Cessata (In liquidazione),38,Fabriano,1988,2012
Fabriano,1.0,0,0,In liquidazione,28,Fabriano,1986,2020
Fabriano,1.0,0,0,Fallita,70,Fabriano,1986,2010
Fabriano,1.0,0,0,Cessata (In liquidazione),82,Fabriano,1985,2014
Fabriano,1.0,0,0,Cessata (In liquidazione),70,Fabriano,1984,2017
Fabriano,1.0,0,0,Cessata (In liquidazione),41,Fabriano,1983,2011
Fabriano,1.0,0,0,Fallita,28,Fabriano,1981,2006
Fabriano,1.0,0,0,In liquidazione,25,Fabriano,1980,2012
Fabriano,1.0,0,0,Cessata (In liquidazione),45,Fabriano,1980,2017
Fabriano,1.0,0,0,In liquidazione,22,Fabriano,1979,2012
Fabriano,1.0,0,0,Cessata (In liquidazione),14,Fabriano,1979,2010
Fabriano,1.0,0,0,In liquidazione,68,Fabriano,1977,2009
Fabriano,1.0,0,0,In liquidazione,68,Fabriano,1977,2015
Fabriano,1.0,0,0,Cessata,32,Fabriano,1977,2007
Fabriano,1.0,0,0,Cessata,46,Fabriano,1972,2008
Fabriano,1.0,0,0,Cessata (In liquidazione),47,Fabriano,1970,2018
Fabriano,1.0,0,0,Cessata,22,Fabriano,1967,2010
Fabriano,1.0,0,0,Fallita,18,Fabriano,1963,2017
Fabriano,1.0,0,0,In liquidazione,41,Fabriano,1962,2020
Fabriano,1.0,0,0,Fallita,25,Fabriano,2005,2011
Acquasanta Terme,1.0,487.0,19,Cessata (In liquidazione),86,Acquasanta Terme,2005,2014
Acquasanta Terme,1.0,137.0,2,In liquidazione,23,Acquasanta Terme,2010,2019
Acquasanta Terme,1.0,70.0,0,Cessata (In liquidazione),15,Acquasanta Terme,2006,2011
Acquasanta Terme,1.0,37,1,In liquidazione,25,Acquasanta Terme,2013,2018
Acquasanta Terme,1.0,20,0,Cessata (In liquidazione),81,Acquasanta Terme,2003,2008
Acquasanta Terme,1.0,0,0,In liquidazione,43,Acquasanta Terme,2009,2016
Acquasanta Terme,1.0,0,0,Cessata (In liquidazione),88,Acquasanta Terme,2002,2015
Acquasanta Terme,1.0,0,0,Fallita,41,Acquasanta Terme,1999,2019
Acquasanta Terme,1.0,0,0,Cessata (In liquidazione),08,Acquasanta Terme,1963,2015
Appignano del Tronto,1.0,2264.0,12,In liquidazione,14,Appignano del Tronto,2010,2015
Appignano del Tronto,1.0,180.0,0,Fallita,46,Appignano del Tronto,2005,2010
Appignano del Tronto,1.0,139.0,5,Cessata (In liquidazione),46,Appignano del Tronto,2013,2015
Appignano del Tronto,1.0,131.0,4,Fallita,56,Appignano del Tronto,2000,2011
Appignano del Tronto,1.0,89.0,0,Cessata (In liquidazione),43,Appignano del Tronto,2009,2013
Appignano del Tronto,1.0,0,0,Cessata (In liquidazione),15,Appignano del Tronto,1997,2009
Appignano del Tronto,1.0,0,0,Cessata,14,Appignano del Tronto,1990,2014
Arquata del Tronto,1.0,111.0,3,In liquidazione,55,Arquata del Tronto,2009,2011
Arquata del Tronto,1.0,0,0,Cessata,66,Arquata del Tronto,2005,2010
Arquata del Tronto,1.0,0,0,Cessata,46,Arquata del Tronto,2003,2015
Arquata del Tronto,1.0,0,0,In liquidazione,02,Arquata del Tronto,1998,2019
Arquata del Tronto,1.0,0,0,Cessata (In liquidazione),70,Arquata del Tronto,1994,2013
Ascoli Piceno,1.0,305061.0,1783,Cessata (Fusione),64,Ascoli Piceno,1933,2015
Ascoli Piceno,1.0,32568.0,111,Cessata (In liquidazione),27,Ascoli Piceno,1962,2014
Ascoli Piceno,1.0,23225.0,88,Cessata (Fusione),28,Ascoli Piceno,1980,2017
Ascoli Piceno,1.0,16374.0,78,Cessata (Fusione),16,Ascoli Piceno,1985,2010
Ascoli Piceno,1.0,13130.0,132,Fallita,49,Ascoli Piceno,1995,2008
Ascoli Piceno,1.0,12905.0,39,Cessata (Fusione),10,Ascoli Piceno,2002,2005
Ascoli Piceno,1.0,12475.0,33,Fallita,25,Ascoli Piceno,1968,2012
Ascoli Piceno,1.0,11682.0,80,Fallita,32,Ascoli Piceno,1994,2008
Ascoli Piceno,1.0,10444.0,48,Fallita,20,Ascoli Piceno,1985,2003
Ascoli Piceno,1.0,9647.0,21,Fallita,41,Ascoli Piceno,1979,2012
Ascoli Piceno,1.0,7926.0,2,Fallita,46,Ascoli Piceno,1986,2010
Ascoli Piceno,1.0,7617.0,25,Fallita,46,Ascoli Piceno,1899,2010
Ascoli Piceno,1.0,7511.0,50,Fallita,49,Ascoli Piceno,1995,2007
Ascoli Piceno,1.0,6570.0,0,Cessata (In liquidazione),49,Ascoli Piceno,2002,2006
Ascoli Piceno,1.0,5857.0,269,Cessata (Fusione),81,Ascoli Piceno,1990,2009
Ascoli Piceno,1.0,4739.0,24,Cessata,49,Ascoli Piceno,1992,2007
Ascoli Piceno,1.0,4545.0,9,Fallita,43,Ascoli Piceno,1998,2014
Ascoli Piceno,1.0,3921.0,30,Fallita,17,Ascoli Piceno,2011,2014
Ascoli Piceno,1.0,3762.0,37,Fallita,52,Ascoli Piceno,1975,1999
Ascoli Piceno,1.0,3672.0,2,Cessata (Fusione),68,Ascoli Piceno,1991,2011
Ascoli Piceno,1.0,3672.0,32,In liquidazione,42,Ascoli Piceno,1961,2020
Ascoli Piceno,1.0,2887.0,0,Fallita,10,Ascoli Piceno,2004,2010
Ascoli Piceno,1.0,2680.0,0,Cessata (In liquidazione),70,Ascoli Piceno,1980,2005
Ascoli Piceno,1.0,2612.0,2,Fallita,46,Ascoli Piceno,2009,2010
Ascoli Piceno,1.0,2382.0,46,Cessata (Fusione),69,Ascoli Piceno,1994,2011
Ascoli Piceno,1.0,2312.0,25,In liquidazione,49,Ascoli Piceno,1986,2020
Ascoli Piceno,1.0,2218.0,2,Fallita,79,Ascoli Piceno,1997,2014
Ascoli Piceno,1.0,1917.0,1,Cessata (Chiusura per fallimento),46,Ascoli Piceno,1999,2015
Ascoli Piceno,1.0,1915.0,50,Fallita,73,Ascoli Piceno,1983,2002
Ascoli Piceno,1.0,1883.0,36,Fallita,43,Ascoli Piceno,2007,2015
Ascoli Piceno,1.0,1860.0,12,Fallita,19,Ascoli Piceno,1977,2018
Ascoli Piceno,1.0,1835.0,5,Fallita,47,Ascoli Piceno,1998,2000
Ascoli Piceno,1.0,1630.0,10,Fallita,22,Ascoli Piceno,2013,2014
Ascoli Piceno,1.0,1575.0,0,Cessata (In liquidazione),68,Ascoli Piceno,2001,2007
Ascoli Piceno,1.0,1459.0,2,Cessata,46,Ascoli Piceno,2006,2008
Ascoli Piceno,1.0,1439.0,8,Fallita,46,Ascoli Piceno,2008,2009
Ascoli Piceno,1.0,1354.0,0,Fallita,26,Ascoli Piceno,2001,2009
Ascoli Piceno,1.0,1313.0,2,Cessata,47,Ascoli Piceno,2010,2013
Ascoli Piceno,1.0,1299.0,2,Fallita,45,Ascoli Piceno,2003,2011
Ascoli Piceno,1.0,1286.0,3,Fallita,41,Ascoli Piceno,2005,2008
Ascoli Piceno,1.0,1284.0,8,In liquidazione,49,Ascoli Piceno,2000,2017
Ascoli Piceno,1.0,1248.0,14,Fallita,25,Ascoli Piceno,2005,2006
Ascoli Piceno,1.0,1200.0,0,Cessata (In liquidazione),41,Ascoli Piceno,1989,2019
Ascoli Piceno,1.0,1189.0,1,Cessata (In liquidazione),41,Ascoli Piceno,2004,2012
Ascoli Piceno,1.0,1174.0,0,Fallita,46,Ascoli Piceno,1988,2010
Ascoli Piceno,1.0,1104.0,5,Cessata (In liquidazione),17,Ascoli Piceno,2010,2013
Ascoli Piceno,1.0,1092.0,62,Fallita,14,Ascoli Piceno,2008,2013
Ascoli Piceno,1.0,1072.0,38,In liquidazione,87,Ascoli Piceno,1986,2012
Ascoli Piceno,1.0,1063.0,3,Cessata (Fusione),11,Ascoli Piceno,2006,2014
Ascoli Piceno,1.0,1030.0,0,Cessata (In liquidazione),46,Ascoli Piceno,2004,2016
Ascoli Piceno,1.0,961.0,42,Fallita,25,Ascoli Piceno,2007,2008
Ascoli Piceno,1.0,917.0,8,Cessata,61,Ascoli Piceno,2001,2013
Ascoli Piceno,1.0,906.0,20,Fallita,80,Ascoli Piceno,1985,2014
Ascoli Piceno,1.0,897.0,0,Cessata (Fusione),68,Ascoli Piceno,1989,2011
Ascoli Piceno,1.0,881.0,1,Cessata (Fusione),18,Ascoli Piceno,1995,2015
Ascoli Piceno,1.0,852.0,13,Cessata (Fusione),64,Ascoli Piceno,1964,2017
Ascoli Piceno,1.0,830.0,10,Fallita,45,Ascoli Piceno,1972,2014
Ascoli Piceno,1.0,790.0,5,Fallita,41,Ascoli Piceno,2000,2011
Ascoli Piceno,1.0,774.0,0,Cessata,45,Ascoli Piceno,2005,2010
Ascoli Piceno,1.0,766.0,4,Fallita,25,Ascoli Piceno,1998,2011
Ascoli Piceno,1.0,753.0,1,Cessata (In liquidazione),64,Ascoli Piceno,2008,2015
Ascoli Piceno,1.0,747.0,0,Fallita,25,Ascoli Piceno,2001,2009
Ascoli Piceno,1.0,744.0,3,Fallita,43,Ascoli Piceno,2005,2008
Ascoli Piceno,1.0,742.0,3,Fallita,46,Ascoli Piceno,2013,2013
Ascoli Piceno,1.0,700.0,0,Fallita,55,Ascoli Piceno,1988,2018
Ascoli Piceno,1.0,691.0,10,Fallita,41,Ascoli Piceno,2007,2012
Ascoli Piceno,1.0,681.0,0,Cessata (Fusione),68,Ascoli Piceno,1990,2011
Ascoli Piceno,1.0,679.0,0,Cessata (Fusione),43,Ascoli Piceno,1993,2010
Ascoli Piceno,1.0,668.0,0,In liquidazione,41,Ascoli Piceno,2006,2014
Ascoli Piceno,1.0,665.0,5,Fallita,43,Ascoli Piceno,1986,2008
Ascoli Piceno,1.0,664.0,5,Fallita,28,Ascoli Piceno,2010,2013
Ascoli Piceno,1.0,655.0,5,Cessata (In liquidazione),46,Ascoli Piceno,2006,2015
Ascoli Piceno,1.0,630.0,0,Fallita,64,Ascoli Piceno,2005,2014
Ascoli Piceno,1.0,625.0,0,Fallita,52,Ascoli Piceno,2003,2009
Ascoli Piceno,1.0,620.0,3,Cessata (In liquidazione),45,Ascoli Piceno,1993,2012
Ascoli Piceno,1.0,607.0,19,Fallita,77,Ascoli Piceno,1976,2012
Ascoli Piceno,1.0,589.0,2,Fallita,49,Ascoli Piceno,2004,2012
Ascoli Piceno,1.0,586.0,3,Fallita,31,Ascoli Piceno,1999,2006
Ascoli Piceno,1.0,585.0,0,Cessata (Fusione),68,Ascoli Piceno,1990,2011
Ascoli Piceno,1.0,575.0,1,Fallita,38,Ascoli Piceno,2000,2007
Ascoli Piceno,1.0,562.0,6,Fallita,27,Ascoli Piceno,1996,2019
Ascoli Piceno,1.0,557.0,1,Fallita,46,Ascoli Piceno,1998,2006
Ascoli Piceno,1.0,529.0,9,Cessata,63,Ascoli Piceno,2005,2013
Ascoli Piceno,1.0,521.0,7,Fallita,41,Ascoli Piceno,2006,2018
Ascoli Piceno,1.0,516.0,0,Fallita,45,Ascoli Piceno,2005,2008
Ascoli Piceno,1.0,515.0,6,Fallita,45,Ascoli Piceno,2014,2017
Ascoli Piceno,1.0,510.0,0,Cessata (In liquidazione),41,Ascoli Piceno,2007,2010
Ascoli Piceno,1.0,485.0,1,Fallita,41,Ascoli Piceno,2010,2011
Ascoli Piceno,1.0,484.0,0,Cessata (In liquidazione),41,Ascoli Piceno,2003,2009
Ascoli Piceno,1.0,462.0,0,Cessata (Fusione),41,Ascoli Piceno,1985,2010
Ascoli Piceno,1.0,455.0,4,Fallita,47,Ascoli Piceno,2001,2019
Ascoli Piceno,1.0,446.0,0,Fallita,45,Ascoli Piceno,2007,2008
Ascoli Piceno,1.0,438.0,0,Fallita,10,Ascoli Piceno,1995,2003
Ascoli Piceno,1.0,435.0,26,Attiva (Stato di insolvenza),81,Ascoli Piceno,2005,2013
Ascoli Piceno,1.0,430.0,6,Fallita,46,Ascoli Piceno,2006,2012
Ascoli Piceno,1.0,426.0,11,Cessata (Fusione),62,Ascoli Piceno,2000,2014
Ascoli Piceno,1.0,425.0,0,Cessata,68,Ascoli Piceno,1996,2008
Ascoli Piceno,1.0,424.0,0,Cessata (Chiusura per fallimento),41,Ascoli Piceno,2001,2005
Ascoli Piceno,1.0,405.0,0,Cessata (In liquidazione),41,Ascoli Piceno,1999,2016
Ascoli Piceno,1.0,380.0,0,Cessata,41,Ascoli Piceno,1987,2008
Ascoli Piceno,1.0,369.0,2,Fallita,25,Ascoli Piceno,1990,2011
Ascoli Piceno,1.0,364.0,16,Fallita,81,Ascoli Piceno,1995,2011
Ascoli Piceno,1.0,344.0,0,Cessata,68,Ascoli Piceno,1992,2005
Ascoli Piceno,1.0,337.0,2,In liquidazione,18,Ascoli Piceno,2007,2011
Ascoli Piceno,1.0,324.0,7,Cessata (In liquidazione),41,Ascoli Piceno,2002,2007
Ascoli Piceno,1.0,322.0,0,Cessata (In liquidazione),68,Ascoli Piceno,1992,2009
Ascoli Piceno,1.0,321.0,5,Cessata (In liquidazione),47,Ascoli Piceno,2005,2014
Ascoli Piceno,1.0,317.0,0,Fallita,56,Ascoli Piceno,2007,2009
Ascoli Piceno,1.0,310.0,0,Fallita,56,Ascoli Piceno,2001,2010
Ascoli Piceno,1.0,305.0,1,In liquidazione,33,Ascoli Piceno,2012,2017
Ascoli Piceno,1.0,298.0,1,Cessata,46,Ascoli Piceno,2004,2013
Ascoli Piceno,1.0,296.0,6,In liquidazione,62,Ascoli Piceno,2012,2019
Ascoli Piceno,1.0,295.0,5,Fallita,41,Ascoli Piceno,2006,2010
Ascoli Piceno,1.0,290.0,0,Cessata,41,Ascoli Piceno,2004,2015
Ascoli Piceno,1.0,288.0,4,Fallita,43,Ascoli Piceno,2012,2014
Ascoli Piceno,1.0,285.0,1,Cessata (In liquidazione),47,Ascoli Piceno,1998,2014
Ascoli Piceno,1.0,270.0,0,Cessata,41,Ascoli Piceno,2004,2016
Ascoli Piceno,1.0,270.0,2,Cessata (In liquidazione),70,Ascoli Piceno,2007,2009
Ascoli Piceno,1.0,269.0,0,Cessata (In liquidazione),41,Ascoli Piceno,1994,2019
Ascoli Piceno,1.0,265.0,14,Fallita,18,Ascoli Piceno,2001,2015
Ascoli Piceno,1.0,254.0,5,Fallita,56,Ascoli Piceno,1993,2015
Ascoli Piceno,1.0,252.0,0,Fallita,41,Ascoli Piceno,1973,2013
Ascoli Piceno,1.0,252.0,6,In liquidazione,74,Ascoli Piceno,2002,2018
Ascoli Piceno,1.0,249.0,4,Fallita,79,Ascoli Piceno,1956,2013
Ascoli Piceno,1.0,246.0,10,Fallita,41,Ascoli Piceno,1969,2011
Ascoli Piceno,1.0,245.0,0,Cessata (In liquidazione),68,Ascoli Piceno,2006,2016
Ascoli Piceno,1.0,241.0,0,In liquidazione,85,Ascoli Piceno,1970,2017
Ascoli Piceno,1.0,236.0,1,Cessata (In liquidazione),14,Ascoli Piceno,2014,2015
Ascoli Piceno,1.0,234.0,3,Fallita,43,Ascoli Piceno,2013,2014
Ascoli Piceno,1.0,227.0,4,In liquidazione,63,Ascoli Piceno,2004,2020
Ascoli Piceno,1.0,219.0,2,In liquidazione,47,Ascoli Piceno,2000,2014
Ascoli Piceno,1.0,212.0,4,Fallita,46,Ascoli Piceno,2002,2015
Ascoli Piceno,1.0,210.0,4,Cessata (In liquidazione),23,Ascoli Piceno,2013,2016
Ascoli Piceno,1.0,210.0,1,Cessata,47,Ascoli Piceno,1994,2012
Ascoli Piceno,1.0,209.0,4,Fallita,41,Ascoli Piceno,2003,2004
Ascoli Piceno,1.0,208.0,0,In liquidazione,41,Ascoli Piceno,1996,2020
Ascoli Piceno,1.0,203.0,7,In liquidazione,82,Ascoli Piceno,1999,2011
Ascoli Piceno,1.0,203.0,17,In liquidazione,41,Ascoli Piceno,2005,2020
Ascoli Piceno,1.0,202.0,1,Cessata (In liquidazione),46,Ascoli Piceno,2012,2015
Ascoli Piceno,1.0,199.0,1,Fallita,47,Ascoli Piceno,2006,2007
Ascoli Piceno,1.0,197.0,0,Cessata (In liquidazione),28,Ascoli Piceno,1996,2016
Ascoli Piceno,1.0,196.0,4,Fallita,66,Ascoli Piceno,2005,2010
Ascoli Piceno,1.0,196.0,1,Fallita,55,Ascoli Piceno,2007,2016
Ascoli Piceno,1.0,188.0,0,In liquidazione,41,Ascoli Piceno,1969,2020
Ascoli Piceno,1.0,188.0,3,Fallita,18,Ascoli Piceno,2003,2012
Ascoli Piceno,1.0,187.0,0,Cessata (In liquidazione),85,Ascoli Piceno,2005,2014
Ascoli Piceno,1.0,183.0,4,In liquidazione,25,Ascoli Piceno,2012,2013
Ascoli Piceno,1.0,183.0,1,In liquidazione,45,Ascoli Piceno,1984,2020
Ascoli Piceno,1.0,181.0,4,Fallita,41,Ascoli Piceno,2012,2016
Ascoli Piceno,1.0,180.0,2,In liquidazione,41,Ascoli Piceno,2013,2018
Ascoli Piceno,1.0,180.0,2,Fallita,46,Ascoli Piceno,2009,2011
Ascoli Piceno,1.0,180.0,8,Fallita,41,Ascoli Piceno,1990,2008
Ascoli Piceno,1.0,173.0,0,Cessata (In liquidazione),41,Ascoli Piceno,2006,2011
Ascoli Piceno,1.0,170.0,2,Cessata (In liquidazione),58,Ascoli Piceno,1997,2009
Ascoli Piceno,1.0,165.0,20,In liquidazione,88,Ascoli Piceno,1986,2006
Ascoli Piceno,1.0,165.0,4,Cessata (In liquidazione),74,Ascoli Piceno,2009,2014
Ascoli Piceno,1.0,164.0,3,In liquidazione,86,Ascoli Piceno,2007,2020
Ascoli Piceno,1.0,163.0,1,In liquidazione,45,Ascoli Piceno,2007,2017
Ascoli Piceno,1.0,162.0,0,Cessata,47,Ascoli Piceno,2000,2005
Ascoli Piceno,1.0,160.0,2,Cessata (In liquidazione),74,Ascoli Piceno,2008,2013
Ascoli Piceno,1.0,151.0,0,In liquidazione,46,Ascoli Piceno,2009,2019
Ascoli Piceno,1.0,151.0,6,Fallita,43,Ascoli Piceno,2004,2013
Ascoli Piceno,1.0,151.0,1,Cessata (In liquidazione),46,Ascoli Piceno,1979,2018
Ascoli Piceno,1.0,150.0,0,Cessata,46,Ascoli Piceno,2006,2009
Ascoli Piceno,1.0,147.0,2,In liquidazione,45,Ascoli Piceno,2005,2011
Ascoli Piceno,1.0,146.0,10,Fallita,72,Ascoli Piceno,1992,2014
Ascoli Piceno,1.0,140.0,1,Cessata (Chiusura per fallimento),47,Ascoli Piceno,2005,2013
Ascoli Piceno,1.0,137.0,0,Fallita,46,Ascoli Piceno,2011,2011
Ascoli Piceno,1.0,135.0,2,Cessata,86,Ascoli Piceno,2009,2011
Ascoli Piceno,1.0,130.0,1,Cessata (In liquidazione),55,Ascoli Piceno,2010,2014
Ascoli Piceno,1.0,130.0,0,Cessata (In liquidazione),73,Ascoli Piceno,2007,2013
Ascoli Piceno,1.0,128.0,2,Fallita,46,Ascoli Piceno,2004,2011
Ascoli Piceno,1.0,125.0,0,Cessata,41,Ascoli Piceno,1981,2013
Ascoli Piceno,1.0,125.0,1,Cessata,41,Ascoli Piceno,2006,2007
Ascoli Piceno,1.0,125.0,1,In liquidazione,68,Ascoli Piceno,2000,2015
Ascoli Piceno,1.0,123.0,1,Fallita,49,Ascoli Piceno,1996,2011
Ascoli Piceno,1.0,122.0,2,Cessata,47,Ascoli Piceno,1997,2009
Ascoli Piceno,1.0,115.0,2,Fallita,41,Ascoli Piceno,1991,2014
Ascoli Piceno,1.0,114.0,5,Fallita,56,Ascoli Piceno,2008,2010
Ascoli Piceno,1.0,114.0,2,Cessata (In liquidazione),88,Ascoli Piceno,2003,2008
Ascoli Piceno,1.0,114.0,4,Cessata (In liquidazione),25,Ascoli Piceno,1975,2009
Ascoli Piceno,1.0,113.0,0,In liquidazione,41,Ascoli Piceno,1992,2020
Ascoli Piceno,1.0,110.0,6,Cessata,81,Ascoli Piceno,2007,2009
Ascoli Piceno,1.0,109.0,0,Cessata (In liquidazione),62,Ascoli Piceno,1996,2007
Ascoli Piceno,1.0,108.0,2,Cessata (In liquidazione),70,Ascoli Piceno,2011,2018
Ascoli Piceno,1.0,106.0,2,Cessata,69,Ascoli Piceno,1997,2008
Ascoli Piceno,1.0,106.0,1,In liquidazione,47,Ascoli Piceno,2002,2019
Ascoli Piceno,1.0,95.0,0,Cessata,56,Ascoli Piceno,2007,2007
Ascoli Piceno,1.0,94.0,0,Fallita,82,Ascoli Piceno,1999,2007
Ascoli Piceno,1.0,87.0,0,Cessata (In liquidazione),47,Ascoli Piceno,2012,2019
Ascoli Piceno,1.0,83.0,4,Cessata (In liquidazione),56,Ascoli Piceno,2014,2014
Ascoli Piceno,1.0,81.0,1,Cessata (In liquidazione),23,Ascoli Piceno,2006,2016
Ascoli Piceno,1.0,80.0,0,Cessata,68,Ascoli Piceno,2008,2009
Ascoli Piceno,1.0,77.0,3,Fallita,41,Ascoli Piceno,1978,2009
Ascoli Piceno,1.0,77.0,4,Cessata,56,Ascoli Piceno,2009,2013
Ascoli Piceno,1.0,75.0,1,In liquidazione,88,Ascoli Piceno,2004,2016
Ascoli Piceno,1.0,71.0,2,Cessata,56,Ascoli Piceno,2014,2015
Ascoli Piceno,1.0,70.0,11,Fallita,56,Ascoli Piceno,2012,2012
Ascoli Piceno,1.0,69.0,0,Cessata (In liquidazione),85,Ascoli Piceno,2005,2008
Ascoli Piceno,1.0,68.0,2,In liquidazione,56,Ascoli Piceno,2012,2015
Ascoli Piceno,1.0,68.0,0,In liquidazione,68,Ascoli Piceno,2010,2012
Ascoli Piceno,1.0,67.0,0,In liquidazione,68,Ascoli Piceno,1962,2014
Ascoli Piceno,1.0,66.0,12,Fallita,81,Ascoli Piceno,2011,2011
Ascoli Piceno,1.0,65.0,2,Cessata,56,Ascoli Piceno,2009,2012
Ascoli Piceno,1.0,65.0,0,Cessata (In liquidazione),78,Ascoli Piceno,2002,2006
Ascoli Piceno,1.0,63.0,1,Cessata (In liquidazione),47,Ascoli Piceno,2012,2012
Ascoli Piceno,1.0,57.0,0,Cessata,85,Ascoli Piceno,2000,2010
Ascoli Piceno,1.0,57.0,1,Cessata (In liquidazione),41,Ascoli Piceno,2011,2016
Ascoli Piceno,1.0,56.0,0,Fallita,85,Ascoli Piceno,1978,2004
Ascoli Piceno,1.0,55.0,2,Fallita,47,Ascoli Piceno,2000,2010
Ascoli Piceno,1.0,53.0,0,Cessata (In liquidazione),62,Ascoli Piceno,2001,2018
Ascoli Piceno,1.0,53.0,0,Cessata,32,Ascoli Piceno,1990,2017
Ascoli Piceno,1.0,52.0,0,In liquidazione,17,Ascoli Piceno,2001,2011
Ascoli Piceno,1.0,51.0,0,Cessata (In liquidazione),70,Ascoli Piceno,1997,2009
Ascoli Piceno,1.0,48.0,0,Cessata (In liquidazione),46,Ascoli Piceno,1995,2013
Ascoli Piceno,1.0,48.0,0,Cessata (In liquidazione),85,Ascoli Piceno,2007,2008
Ascoli Piceno,1.0,47.0,2,Fallita,41,Ascoli Piceno,2008,2013
Ascoli Piceno,1.0,46.0,1,In liquidazione,10,Ascoli Piceno,2011,2020
Ascoli Piceno,1.0,45.0,3,In liquidazione,47,Ascoli Piceno,2012,2020
Ascoli Piceno,1.0,44.0,0,Fallita,47,Ascoli Piceno,1994,2015
Ascoli Piceno,1.0,44.0,0,Cessata (In liquidazione),74,Ascoli Piceno,2007,2009
Ascoli Piceno,1.0,44.0,0,Cessata (Fusione),35,Ascoli Piceno,2010,2013
Ascoli Piceno,1.0,43.0,3,Fallita,43,Ascoli Piceno,1985,2013
Ascoli Piceno,1.0,41,0,Cessata,71,Ascoli Piceno,2003,2007
Ascoli Piceno,1.0,40,1,Cessata (In liquidazione),74,Ascoli Piceno,2007,2017
Ascoli Piceno,1.0,38,3,Fallita,70,Ascoli Piceno,2001,2013
Ascoli Piceno,1.0,37,0,Cessata,45,Ascoli Piceno,2007,2011
Ascoli Piceno,1.0,36,1,Cessata (In liquidazione),47,Ascoli Piceno,1980,2011
Ascoli Piceno,1.0,36,1,Cessata (Fusione),41,Ascoli Piceno,1999,2014
Ascoli Piceno,1.0,35,1,Cessata,56,Ascoli Piceno,2007,2007
Ascoli Piceno,1.0,35,0,Cessata (In liquidazione),41,Ascoli Piceno,1996,2019
Ascoli Piceno,1.0,34,0,Cessata,47,Ascoli Piceno,2007,2013
Ascoli Piceno,1.0,32,1,In liquidazione,64,Ascoli Piceno,1986,2013
Ascoli Piceno,1.0,32,1,Cessata (In liquidazione),47,Ascoli Piceno,2008,2012
Ascoli Piceno,1.0,31,0,Cessata (In liquidazione),71,Ascoli Piceno,1997,2016
Ascoli Piceno,1.0,31,0,Cessata (Fusione),69,Ascoli Piceno,1993,2013
Ascoli Piceno,1.0,31,0,Cessata (In liquidazione),18,Ascoli Piceno,1979,2016
Ascoli Piceno,1.0,30,3,In liquidazione,22,Ascoli Piceno,2006,2020
Ascoli Piceno,1.0,30,0,Cessata (In liquidazione),18,Ascoli Piceno,2008,2015
Ascoli Piceno,1.0,29,1,Cessata,43,Ascoli Piceno,2011,2013
Ascoli Piceno,1.0,29,1,Cessata (In liquidazione),41,Ascoli Piceno,1992,2012
Ascoli Piceno,1.0,27,0,Cessata (In liquidazione),82,Ascoli Piceno,2012,2014
Ascoli Piceno,1.0,27,0,In liquidazione,70,Ascoli Piceno,2014,2014
Ascoli Piceno,1.0,26,0,Cessata (In liquidazione),21,Ascoli Piceno,2006,2007
Ascoli Piceno,1.0,26,1,In liquidazione,42,Ascoli Piceno,2005,2014
Ascoli Piceno,1.0,26,1,Cessata (In liquidazione),47,Ascoli Piceno,2006,2012
Ascoli Piceno,1.0,25,0,Cessata,28,Ascoli Piceno,2007,2012
Ascoli Piceno,1.0,25,1,Cessata (In liquidazione),63,Ascoli Piceno,2005,2013
Ascoli Piceno,1.0,24,3,Cessata (In liquidazione),63,Ascoli Piceno,1998,2007
Ascoli Piceno,1.0,24,0,Cessata (In liquidazione),66,Ascoli Piceno,2006,2010
Ascoli Piceno,1.0,23,1,Cessata (In liquidazione),56,Ascoli Piceno,2014,2015
Ascoli Piceno,1.0,23,2,Cessata,81,Ascoli Piceno,2011,2019
Ascoli Piceno,1.0,22,0,Cessata (In liquidazione),46,Ascoli Piceno,2007,2015
Ascoli Piceno,1.0,22,1,Cessata (In liquidazione),47,Ascoli Piceno,2011,2016
Ascoli Piceno,1.0,22,0,Cessata (In liquidazione),68,Ascoli Piceno,1991,2008
Ascoli Piceno,1.0,20,0,Cessata,28,Ascoli Piceno,2008,2011
Ascoli Piceno,1.0,20,0,Cessata (In liquidazione),63,Ascoli Piceno,2008,2009
Ascoli Piceno,1.0,20,0,Cessata (In liquidazione),33,Ascoli Piceno,2005,2016
Ascoli Piceno,1.0,20,0,In liquidazione,43,Ascoli Piceno,2002,2020
Ascoli Piceno,1.0,20,0,Cessata (Fusione),41,Ascoli Piceno,1999,2010
Ascoli Piceno,1.0,19,2,Cessata (In liquidazione),56,Ascoli Piceno,2012,2018
Ascoli Piceno,1.0,18,1,Cessata (In liquidazione),47,Ascoli Piceno,2005,2014
Ascoli Piceno,1.0,18,0,Cessata (In liquidazione),63,Ascoli Piceno,2010,2013
Ascoli Piceno,1.0,17,0,In liquidazione,41,Ascoli Piceno,1990,2019
Ascoli Piceno,1.0,17,0,Cessata,14,Ascoli Piceno,2003,2010
Ascoli Piceno,1.0,16,0,Fallita,61,Ascoli Piceno,2002,2017
